msisdn,tower_id,call_type,dest_nr,call_duration_sec,start_time
3696019342331,1325,video,0316333361047,464,2024-01-02 00:11:39.732691
5772165951202,1394,voice,5029068197817,1559,2024-01-02 00:12:14.130971
2614188656997,1804,voice,7231907641338,117,2024-01-02 00:05:05.434170
1483195829206,1639,video,0860709170829,1204,2024-01-02 00:11:04.944401
6756280224844,1696,video,7332096570134,1584,2024-01-02 00:09:46.439070
4707233314197,1483,voice,5526109427026,542,2024-01-02 00:14:39.159602
0757338704297,945,video,1801521035894,1609,2024-01-02 00:11:33.513273
9385105899577,762,voice,2136267706060,908,2024-01-02 00:09:09.866176
9820042677374,1037,video,6623236331836,1255,2024-01-02 00:17:01.202621
8141750815695,1457,video,0756557731353,1158,2024-01-02 00:11:49.469187
9261169261964,1292,voice,3283468743970,576,2024-01-02 00:15:39.902104
6252761746541,485,video,9007131919454,1758,2024-01-02 00:05:03.194498
3691770941906,924,voice,8023995119431,1737,2024-01-02 00:11:24.571239
9369473042619,987,video,3497753292297,1795,2024-01-02 00:07:01.390250
1506107515967,424,voice,8656799693323,604,2024-01-02 00:16:48.518288
2227654875687,1524,video,4524744503012,1027,2024-01-02 00:06:59.737201
6028666066581,1298,video,9072386610124,778,2024-01-02 00:14:54.157892
8428324842726,754,voice,4838264233169,141,2024-01-02 00:12:47.456710
6378966248513,1144,video,0089340725885,1272,2024-01-02 00:03:24.246125
6209270752298,894,video,2772897836589,832,2024-01-02 00:09:24.513625
8549474433670,190,voice,5599985720611,229,2024-01-02 00:02:26.305639
6397280672996,176,voice,3110825869531,1323,2024-01-02 00:01:15.278667
8597565179703,1565,video,9662599247405,1768,2024-01-02 00:13:57.670301
9071075183331,218,video,0893269326119,1122,2024-01-02 00:07:04.593061
5444741819003,1395,voice,9325611153781,66,2024-01-02 00:07:06.370832
1107719084594,250,video,5791315422070,511,2024-01-02 00:12:56.349269
4888560457709,1908,video,9847737986917,1592,2024-01-02 00:14:12.389491
0760475618963,1857,video,8680961140998,184,2024-01-02 00:16:31.869415
5108220539156,293,voice,8533836147938,1349,2024-01-02 00:02:25.156247
9437314441082,22,video,2408182682308,133,2024-01-02 00:07:42.017608
0312891266312,1369,voice,9930458063418,1473,2024-01-02 00:13:08.983620
6095881568735,916,voice,5646832698102,795,2024-01-02 00:02:38.774935
3439517799251,1321,voice,5357836611496,1022,2024-01-02 00:09:34.183711
7034541063678,79,video,3424015621947,148,2024-01-02 00:16:30.427534
6512472381002,1405,video,1541168663947,898,2024-01-02 00:00:51.315742
3632869247313,797,video,6130436632531,1569,2024-01-02 00:05:41.728344
3299406891234,799,video,2811193529557,328,2024-01-02 00:06:05.322315
3993043943086,1818,video,5044300986916,1241,2024-01-02 00:08:37.948409
5049209071761,1323,voice,9288249964305,728,2024-01-02 00:01:34.644711
3337059072726,1417,video,6634717872890,92,2024-01-02 00:14:38.357871
1617770812240,320,voice,1324402927435,645,2024-01-02 00:04:33.827309
7368807208505,1592,video,5877415586382,1215,2024-01-02 00:17:03.561979
0222724377171,237,video,6768639816244,335,2024-01-02 00:16:18.798059
6379657926558,37,video,9687543852712,1438,2024-01-02 00:14:21.030602
0205859145067,1429,voice,8166190664259,1204,2024-01-02 00:05:44.904347
8030734310377,247,voice,2180016427816,997,2024-01-02 00:17:09.822652
0025613060257,1966,voice,9454096068464,986,2024-01-02 00:03:04.931054
4662933119300,1010,video,3724827919133,409,2024-01-02 00:00:54.322377
0721599109851,1577,voice,1470057404209,1721,2024-01-02 00:13:10.435549
5279980090582,1888,video,0391388799599,388,2024-01-02 00:03:33.780562
4738626751596,1295,video,8642739759272,258,2024-01-02 00:04:12.995322
8224129295380,376,video,7965179244984,669,2024-01-02 00:02:32.426716
1326378256019,138,voice,8909877185676,556,2024-01-02 00:02:46.717521
4882061869650,1719,video,4961422592291,991,2024-01-02 00:07:30.245685
1959870153631,1114,voice,9291232526804,1433,2024-01-02 00:10:23.042552
5102799053829,1014,voice,0106542066177,1709,2024-01-02 00:05:17.790588
9881402308811,488,video,5456161138435,523,2024-01-02 00:09:41.126565
5942202936779,249,voice,3842324309142,569,2024-01-02 00:15:28.198547
0411882741682,1407,voice,1934063358137,1777,2024-01-02 00:07:12.165233
5377211401536,1147,voice,2720347731746,613,2024-01-02 00:13:43.713855
0759859350678,617,voice,5124848062670,72,2024-01-02 00:07:47.012215
3373937420726,1590,voice,6570754023185,2,2024-01-02 00:04:53.181678
7756895949669,1364,voice,9590010241792,1624,2024-01-02 00:11:13.122076
6165502011826,787,voice,5597470708988,515,2024-01-02 00:01:59.897008
1106508615811,346,voice,9048613814682,1682,2024-01-02 00:02:45.377656
1226119973659,1989,voice,2672168845706,349,2024-01-02 00:09:14.665672
8403872077405,1935,voice,7367475534328,52,2024-01-02 00:04:36.477909
6294135048109,1400,video,1227845129385,802,2024-01-02 00:02:03.909380
1629355428214,174,video,3434865961485,1774,2024-01-02 00:04:23.051007
5187787492475,1955,voice,1941960269274,902,2024-01-02 00:04:36.456278
4745728490036,415,voice,3378754283555,581,2024-01-02 00:10:29.214337
1732160847453,1848,video,9772430640115,549,2024-01-02 00:07:53.243745
6966049214343,1618,video,7287413086465,1708,2024-01-02 00:16:04.408989
5032729718324,1384,voice,8384532807902,1399,2024-01-02 00:02:55.984293
0939416648664,547,voice,9595488730426,1431,2024-01-02 00:10:41.328283
3912234010472,1417,video,6401963884523,1629,2024-01-02 00:01:34.138983
7093075304200,156,voice,6419305479087,1667,2024-01-02 00:02:50.388388
9908548220967,588,video,5901781689373,1412,2024-01-02 00:10:38.547898
4801229917446,807,voice,4208866280887,1502,2024-01-02 00:04:56.202255
2922536971879,566,voice,1392360294745,676,2024-01-02 00:05:03.835496
7897781354139,1445,video,6479984274092,1738,2024-01-02 00:07:01.142860
7031641295023,15,voice,4521877706385,931,2024-01-02 00:07:27.416733
8412053869237,1018,voice,1171238229517,1350,2024-01-02 00:06:11.929153
9169939614844,465,voice,9629652322232,134,2024-01-02 00:13:53.902871
6511468792872,440,voice,6872706660212,845,2024-01-02 00:00:40.299829
8591460082387,397,video,6480044591494,1097,2024-01-02 00:14:18.808466
7582334999853,56,voice,3238494422587,1066,2024-01-02 00:02:35.504996
2449258447621,1756,voice,7605815918680,599,2024-01-02 00:14:55.049147
3855139288938,793,voice,8159497347188,248,2024-01-02 00:01:31.319229
6078562032530,962,voice,6207429959636,424,2024-01-02 00:09:59.877344
5668966882794,562,voice,6578715692122,943,2024-01-02 00:16:33.995984
3738088037224,386,video,4647647136887,367,2024-01-02 00:13:08.766818
2869365576522,2000,voice,7143498803143,855,2024-01-02 00:16:08.784488
0233736845733,572,video,1693111871881,795,2024-01-02 00:10:57.976400
1232653625301,656,voice,0971853225357,697,2024-01-02 00:11:07.222831
3355020770340,1161,voice,9335548893107,133,2024-01-02 00:07:00.339559
1899524480929,281,video,8299594607220,809,2024-01-02 00:05:11.740708
6900674563301,1020,voice,6300057913676,1042,2024-01-02 00:15:47.470711
0234501433145,1420,voice,5942495122566,1232,2024-01-02 00:00:48.260365
1348697851491,1046,video,6831781039477,413,2024-01-02 00:07:50.267222
4611945863566,1498,voice,1654107409316,1498,2024-01-02 00:14:47.033696
5767766191399,1698,video,7976804088191,268,2024-01-02 00:09:12.619967
8790957471770,1564,voice,0212373963333,1394,2024-01-02 00:11:38.895653
0039081409025,1529,voice,6210144176764,493,2024-01-02 00:10:55.609355
9548627397149,717,video,7669808691424,1532,2024-01-02 00:12:46.531495
7868774976273,1563,video,6050407769309,1397,2024-01-02 00:11:36.375608
8493493025715,388,voice,7837715809525,489,2024-01-02 00:10:49.409001
5144919694401,660,video,4583689331279,515,2024-01-02 00:10:16.330975
3179385129013,644,video,0351412427245,596,2024-01-02 00:03:58.066859
5606384477527,1382,video,2582927657584,1340,2024-01-02 00:16:44.003813
4670381345427,73,voice,7416481031743,428,2024-01-02 00:07:02.259521
8824345000222,778,video,5552848140043,1262,2024-01-02 00:09:59.193424
5985821609050,1676,video,1910662081820,680,2024-01-02 00:06:45.716552
7336916209535,370,voice,2293813573797,1435,2024-01-02 00:06:05.841037
0194727860042,927,voice,8736499641705,718,2024-01-02 00:02:48.533967
6224417679005,666,video,3943388628550,904,2024-01-02 00:10:31.405448
4527974502622,1993,voice,9500625610006,1020,2024-01-02 00:03:32.251255
8147941082100,497,voice,9282537964527,886,2024-01-02 00:12:08.916652
5767270351044,140,video,5942495122566,1508,2024-01-02 00:13:15.608281
7642354251939,1385,voice,0622174633222,59,2024-01-02 00:14:12.089581
6290354747719,265,video,5440123782931,927,2024-01-02 00:10:10.758552
6429392363482,1951,video,1478227826754,1666,2024-01-02 00:07:30.666111
7517026864001,118,voice,6767264808443,1555,2024-01-02 00:02:13.046931
6992890778191,68,video,2710689737928,1535,2024-01-02 00:06:38.539107
8260271717979,1561,voice,3312755199113,1390,2024-01-02 00:12:30.163551
2043704640178,631,voice,7864892498966,457,2024-01-02 00:12:28.767616
8279396844923,111,voice,1275144291385,919,2024-01-02 00:02:44.995941
9569173514934,1415,video,7169602850146,1221,2024-01-02 00:01:39.383098
2119630098050,172,voice,4795919103916,295,2024-01-02 00:17:05.927660
7343087007907,1233,video,1427731881584,606,2024-01-02 00:13:56.606742
9728457012318,493,voice,1687928618220,367,2024-01-02 00:02:26.503774
8579770533113,10,video,2134957466239,1211,2024-01-02 00:03:13.782899
4281654112465,1297,voice,6179719019728,1726,2024-01-02 00:09:49.628134
9603926213964,499,video,8500975957158,606,2024-01-02 00:11:14.811345
9492766335683,1704,video,3038071388652,628,2024-01-02 00:03:26.657578
7284143336910,834,voice,5569023737945,1177,2024-01-02 00:05:38.156472
5691202975208,1679,voice,5816111866677,559,2024-01-02 00:05:30.221891
2973469386095,509,voice,4143255651436,1490,2024-01-02 00:10:43.583521
3985634946839,49,voice,2311549522248,1757,2024-01-02 00:12:22.910831
6673764323155,1807,voice,9172577354436,142,2024-01-02 00:15:36.700885
7851319683232,1019,video,0839146592809,326,2024-01-02 00:08:36.865314
0736608501065,1871,video,8783839035442,145,2024-01-02 00:06:33.921849
2961448168918,1802,voice,5241686597672,823,2024-01-02 00:13:17.329232
3035858035040,215,video,9491133988919,1044,2024-01-02 00:11:38.578872
2120569232013,205,voice,8688118832230,135,2024-01-02 00:13:08.381890
4178424524194,958,video,9559664519055,285,2024-01-02 00:10:09.602145
0119131536541,745,voice,0038276850720,1789,2024-01-02 00:03:50.162548
7244853946853,1823,voice,6893453018651,362,2024-01-02 00:12:37.411905
5065474451961,40,voice,0368697025541,1050,2024-01-02 00:07:18.123960
9990766733942,1085,video,9566638542229,382,2024-01-02 00:10:21.443287
8392557958108,252,voice,1665426250271,1152,2024-01-02 00:06:30.918291
1325287667175,564,video,5131251561712,1624,2024-01-02 00:07:00.262146
4288594942468,380,video,2534443709490,1743,2024-01-02 00:01:22.944971
7688521914786,1752,voice,0532003596865,1413,2024-01-02 00:09:06.407945
3148525501443,403,voice,9842800167503,1234,2024-01-02 00:02:10.091794
7492329996079,1548,voice,8075764286489,1137,2024-01-02 00:05:25.220657
1617858576331,914,voice,4728787808334,227,2024-01-02 00:08:41.221686
0064474347731,855,video,0903430626662,1677,2024-01-02 00:13:44.151480
9273425412380,923,video,5194897451766,991,2024-01-02 00:15:39.122956
9841501269140,1659,voice,5400501599844,1300,2024-01-02 00:01:52.476557
7792310922306,1798,video,8069617088651,647,2024-01-02 00:03:30.733985
8653242001472,1523,voice,9252154662015,260,2024-01-02 00:06:45.424011
4066982170169,1108,voice,9029687176728,1396,2024-01-02 00:15:16.184865
5490429114137,1818,voice,6596386200407,332,2024-01-02 00:10:46.384747
6042970956953,1191,voice,4842840961621,1456,2024-01-02 00:14:21.206266
1441991497991,740,voice,7856827880892,1026,2024-01-02 00:06:56.750559
7440502808526,1897,video,4325636981809,1004,2024-01-02 00:14:41.740545
1279064024345,404,voice,4062614921491,1281,2024-01-02 00:06:23.111924
5166391045967,1293,video,8482548156368,807,2024-01-02 00:00:42.686568
5449403969321,1562,video,5819941085009,1390,2024-01-02 00:03:33.050293
7145882431091,1605,video,3601254151122,1409,2024-01-02 00:05:26.646634
3378393472338,1128,voice,6896267273176,1452,2024-01-02 00:15:56.131847
5811983451929,1323,voice,2695854877935,421,2024-01-02 00:16:16.642134
2132170163013,1396,voice,4054470941601,1423,2024-01-02 00:03:48.555400
2021413942131,790,video,5660128304657,1722,2024-01-02 00:10:40.403121
7884827659816,1255,video,5664243950764,248,2024-01-02 00:15:26.014960
8329689750920,1088,video,1473014416340,952,2024-01-02 00:14:09.660538
5122269642073,320,voice,3278137297260,721,2024-01-02 00:04:05.833205
4243274785207,1216,video,5730128184937,1025,2024-01-02 00:02:16.415641
8559487620035,1108,video,2124414865707,1405,2024-01-02 00:08:19.626667
9747329657491,10,video,5313858346245,914,2024-01-02 00:07:05.024548
1465308827895,1157,voice,3459547946876,1685,2024-01-02 00:14:41.796618
5273972902919,99,video,0686484734060,738,2024-01-02 00:08:43.978152
8955995916662,1070,voice,5639756345923,1523,2024-01-02 00:07:06.127599
9147426068714,1024,video,4309350152438,242,2024-01-02 00:03:40.142620
9431786977193,262,voice,8749363307568,208,2024-01-02 00:01:01.890605
4725642300352,64,video,4367427080076,396,2024-01-02 00:02:51.775799
2978591445670,1028,video,9865327741564,1572,2024-01-02 00:15:39.767839
2053497827866,549,voice,0407125602658,1539,2024-01-02 00:04:01.080697
1128131860525,1052,voice,8800398500084,51,2024-01-02 00:16:19.265132
2545850033765,1309,video,0048794615203,1278,2024-01-02 00:09:49.798578
8177421573850,1449,voice,0321391534608,1717,2024-01-02 00:06:54.039609
6636536193833,456,video,1366041981320,1524,2024-01-02 00:12:15.569852
5346820616863,251,voice,7165139843064,878,2024-01-02 00:02:29.261686
1538794959206,529,video,3070413875309,60,2024-01-02 00:05:49.643461
8305022421999,1607,video,2349816294411,1590,2024-01-02 00:10:34.902474
2099281865531,1958,voice,0625583503230,191,2024-01-02 00:13:17.133641
2072030178511,1509,video,6253943308151,1691,2024-01-02 00:13:23.837162
6532892433267,475,video,4402108057422,59,2024-01-02 00:04:46.334866
3861240959637,712,video,0262968056987,1233,2024-01-02 00:08:26.645143
9880957276577,1298,video,2246605646845,1047,2024-01-02 00:03:42.456643
1211368913859,1107,voice,2555394289652,1691,2024-01-02 00:01:11.362389
0238979139313,1415,voice,6938610829767,1296,2024-01-02 00:13:45.208527
7708633738729,127,video,9685473418138,131,2024-01-02 00:10:59.695714
4149411316975,172,video,8088327912949,226,2024-01-02 00:02:39.261992
1394188971167,902,video,2147371641372,893,2024-01-02 00:05:26.597242
4839216054686,1351,voice,4363044072198,697,2024-01-02 00:02:47.873634
5037247214736,306,video,8069688333456,789,2024-01-02 00:07:35.038602
2418216599144,310,video,2771509697007,365,2024-01-02 00:09:13.849111
8178238176800,1980,voice,2918140462709,1176,2024-01-02 00:13:43.302251
3012456678672,1234,video,7298282579783,409,2024-01-02 00:11:35.298516
0519355787965,1288,video,2981128955095,1435,2024-01-02 00:08:17.259826
2147118675558,489,voice,1910525704887,1594,2024-01-02 00:09:08.998652
7188885416256,1981,voice,0410709955654,913,2024-01-02 00:15:37.123471
6647190107261,1988,video,3089784282830,1498,2024-01-02 00:05:30.448458
2900054830488,269,video,3689200476319,390,2024-01-02 00:07:39.002748
0173844543400,632,voice,1328389980339,271,2024-01-02 00:03:28.899011
3078297533280,1790,voice,7871110074924,1600,2024-01-02 00:02:25.646070
3992884523509,430,voice,6451097171069,163,2024-01-02 00:05:19.933198
1872022793259,1294,voice,8713233181760,1300,2024-01-02 00:05:05.041720
1389600187777,476,video,5574754693459,1688,2024-01-02 00:14:26.069494
3130068723127,1261,video,7910889996741,483,2024-01-02 00:03:37.915879
0693193126329,1880,video,1750410490811,615,2024-01-02 00:06:14.660894
1084760308775,1753,video,9442632051943,513,2024-01-02 00:00:51.893085
1584754136211,173,voice,5342455817583,163,2024-01-02 00:03:18.995064
5962563305952,1557,video,0090462372289,1477,2024-01-02 00:02:00.088909
0417771883786,403,voice,5016016842353,544,2024-01-02 00:08:14.346782
8322884835603,647,video,9155038159187,1280,2024-01-02 00:00:53.145907
3206794058744,1496,video,5252087747724,1714,2024-01-02 00:13:48.930683
1404451290264,1694,video,2714390213115,1767,2024-01-02 00:04:16.038156
3480651535098,1382,video,3706512848091,773,2024-01-02 00:13:34.489630
4881127962311,830,voice,9365074950198,147,2024-01-02 00:13:13.726313
9507471393336,540,voice,4390284383751,490,2024-01-02 00:05:38.785784
0325129399178,535,voice,3497038894838,1091,2024-01-02 00:16:51.291966
4629047563381,732,video,3576037432032,1596,2024-01-02 00:06:14.539401
8761805527929,1696,voice,9726751005479,1658,2024-01-02 00:06:13.946129
7436088110209,1485,voice,0461084479283,1566,2024-01-02 00:04:54.315387
8914274222805,1897,voice,0690960172012,1394,2024-01-02 00:07:13.835353
6501724896176,1686,video,6953113170417,1141,2024-01-02 00:03:22.679286
4714804614856,1914,video,5737098200754,583,2024-01-02 00:01:48.950601
0001103236172,1916,video,2581044926169,1138,2024-01-02 00:04:08.909015
6550218990154,14,video,7310414949651,1630,2024-01-02 00:08:46.383865
3607282006192,728,video,3625889303149,1590,2024-01-02 00:16:01.082011
3383077967471,708,video,9238539433240,159,2024-01-02 00:16:27.812183
8949292116965,849,video,0909654804064,1286,2024-01-02 00:09:35.875236
8941716509232,1904,voice,7073584688529,582,2024-01-02 00:08:54.868676
4824564184379,1441,voice,5553283064208,1720,2024-01-02 00:06:01.116208
9372182126894,525,video,1922774833209,245,2024-01-02 00:11:33.504085
1492463494862,723,video,7501637437148,595,2024-01-02 00:10:25.367664
4155326806547,1669,voice,1350764898122,783,2024-01-02 00:15:55.824589
5242722099497,657,voice,1137070129462,1287,2024-01-02 00:15:03.310587
7446102643829,1924,video,8610994426348,544,2024-01-02 00:00:38.919567
7254679827874,1325,voice,9704368742579,716,2024-01-02 00:11:44.023314
0157938696526,1120,video,3574257573061,1296,2024-01-02 00:15:36.866250
0717155250514,1626,video,6514889075061,314,2024-01-02 00:12:53.904260
6565974661287,1605,video,6485719867328,578,2024-01-02 00:08:06.111425
4757629151662,1307,voice,4468463661318,1505,2024-01-02 00:01:40.735438
4217835281647,683,video,1737421000229,579,2024-01-02 00:10:51.495484
1458853682972,335,video,6156754961783,1011,2024-01-02 00:06:01.165202
1966738201873,832,video,6185596105251,1572,2024-01-02 00:10:30.434527
3226626218155,1944,video,6997648365933,1433,2024-01-02 00:01:25.113303
9262707380985,1574,video,5953559116807,340,2024-01-02 00:14:31.574397
2241606278091,256,voice,7183035337584,576,2024-01-02 00:13:43.821943
7458603618819,843,video,8451421916740,241,2024-01-02 00:17:06.514850
5297753150228,232,voice,8809762932264,445,2024-01-02 00:09:03.407476
3034006959786,1997,voice,3989479052646,8,2024-01-02 00:09:19.424884
9301233009399,587,video,6074287972194,660,2024-01-02 00:15:01.320436
3044547154185,94,voice,4938755459175,882,2024-01-02 00:14:25.177694
1617512993727,353,voice,9569265289676,1410,2024-01-02 00:16:09.487914
6758952345662,1579,video,0882713993824,1450,2024-01-02 00:03:29.819914
0332014440279,781,voice,4283829576397,794,2024-01-02 00:11:57.630917
7228447507709,671,voice,7901335989232,248,2024-01-02 00:07:39.047417
9683149479734,248,voice,6964920509244,388,2024-01-02 00:12:50.405657
9599795148760,1953,video,0622174633222,1458,2024-01-02 00:15:49.549715
4226383915554,1288,voice,2293278485801,746,2024-01-02 00:08:47.530745
0042061604549,1911,video,3251078218114,1667,2024-01-02 00:16:02.942064
1739621826874,1495,voice,2751753918735,47,2024-01-02 00:09:00.921385
8928644276774,1125,video,6154084904591,196,2024-01-02 00:16:42.522828
8900674101040,229,video,6317886922447,352,2024-01-02 00:07:29.900770
4256531247262,12,video,2636595395560,1052,2024-01-02 00:12:06.267380
0459946680761,153,voice,4453598213871,1508,2024-01-02 00:16:41.712000
9577541676248,1132,voice,7820762620990,1554,2024-01-02 00:06:45.823154
7278164904069,1131,video,3684903417120,1295,2024-01-02 00:01:50.659595
5373731801193,636,video,6666279358738,1533,2024-01-02 00:07:24.495914
3426709927243,976,voice,7970929835091,1324,2024-01-02 00:11:11.112128
5587313639505,813,voice,6944126208542,120,2024-01-02 00:06:48.246831
6373597949636,1594,voice,8426137558307,1436,2024-01-02 00:05:33.627483
8850999594896,1594,video,6508062522947,985,2024-01-02 00:05:18.635480
6041367797594,1304,video,9566015979416,1310,2024-01-02 00:11:14.991862
6809188676283,1514,video,2665401241106,489,2024-01-02 00:07:34.798312
9276847691856,168,voice,1764922527327,1314,2024-01-02 00:15:44.185256
0714472870245,1238,voice,8602676942670,16,2024-01-02 00:11:12.560247
4285858374851,135,voice,3958231003453,1014,2024-01-02 00:08:45.753554
3432460059208,1315,voice,7074080732639,167,2024-01-02 00:10:41.031054
5961576019101,695,voice,5904380673023,24,2024-01-02 00:02:23.778934
4756733539121,1512,voice,2812249013558,1383,2024-01-02 00:04:26.171213
3275721107498,487,voice,4682653427258,1205,2024-01-02 00:12:21.163417
3487152034701,1511,video,5170507878534,367,2024-01-02 00:14:40.190197
0035676338992,1941,video,8369492787739,399,2024-01-02 00:03:44.326971
3953094001669,1289,voice,3031496545550,1324,2024-01-02 00:12:49.726670
8835959475196,1658,voice,0017131369828,138,2024-01-02 00:06:28.721375
9768598471523,598,voice,7630776277290,612,2024-01-02 00:14:45.132928
7057017544727,883,voice,8662094711135,906,2024-01-02 00:03:38.683433
1116053568712,57,video,5181387129283,90,2024-01-02 00:06:02.266718
5383089136582,1832,voice,3010808166211,79,2024-01-02 00:06:27.562098
5193542342760,1056,voice,9061015565314,49,2024-01-02 00:12:09.085988
0300061272724,451,video,5578199095929,1570,2024-01-02 00:07:05.842689
9021629662974,991,voice,5051565212865,1662,2024-01-02 00:14:59.916089
3850924000470,1830,video,7623910050339,384,2024-01-02 00:03:16.822890
9529667908765,708,video,4822156408008,1437,2024-01-02 00:01:48.662564
3055283740510,1407,voice,3849480834828,590,2024-01-02 00:15:54.040482
3253527425125,1688,voice,6643829431806,112,2024-01-02 00:05:08.450319
8042388045194,689,video,0031340575374,827,2024-01-02 00:16:38.051039
0736836242739,857,video,8284310078662,1675,2024-01-02 00:02:12.162813
3681327815151,24,video,0879971631719,321,2024-01-02 00:05:32.963192
1849065579832,1305,voice,4900068802784,1530,2024-01-02 00:12:11.934639
2341565807533,286,video,6510005337961,810,2024-01-02 00:07:20.544402
9414649554103,613,video,4945402167073,285,2024-01-02 00:04:16.777297
5026093733679,1868,video,2311532945558,1387,2024-01-02 00:11:41.778924
0029707819568,1268,voice,4521594695655,313,2024-01-02 00:11:34.256189
2627806631774,828,voice,7640237706128,528,2024-01-02 00:05:13.460593
1756130645947,602,video,1798591390895,465,2024-01-02 00:01:39.547919
1227333771063,512,video,4592734524715,425,2024-01-02 00:13:35.870843
4104858220016,1546,voice,5744421465059,1328,2024-01-02 00:10:48.068758
8928491664509,1078,video,1085155884719,354,2024-01-02 00:10:38.884019
0504970674230,1624,video,9497979010594,620,2024-01-02 00:15:26.896884
8918975377696,1039,video,7616509795109,797,2024-01-02 00:08:33.656818
0985333074940,561,video,7311452175774,1569,2024-01-02 00:05:16.779179
0336743485355,1260,voice,0748208301167,254,2024-01-02 00:16:36.580229
3242459201840,254,voice,7861549648221,25,2024-01-02 00:07:00.727823
8370450808776,1299,voice,3122379563829,1058,2024-01-02 00:11:15.511345
8975355084919,1458,video,7084560397551,975,2024-01-02 00:00:54.384911
9016179726455,1452,video,5581031089819,1662,2024-01-02 00:01:33.895239
4519267821263,732,video,2793578959158,486,2024-01-02 00:14:44.693402
3914528798588,1463,video,3369455196686,613,2024-01-02 00:03:30.452754
4272390792507,1211,video,8277146525656,1189,2024-01-02 00:08:09.567841
8403446441569,1123,video,6797352663801,1731,2024-01-02 00:10:47.379283
8960684228151,157,voice,3223272034787,306,2024-01-02 00:12:08.119764
8699293102789,869,video,0668339389901,425,2024-01-02 00:03:27.249207
8217253579222,439,video,3946559572957,860,2024-01-02 00:08:33.369898
6868313772051,1020,video,3567681601621,1056,2024-01-02 00:15:22.707577
5174383069932,1896,video,4588139768415,21,2024-01-02 00:12:22.137393
2747660305383,135,voice,1293624194599,279,2024-01-02 00:06:18.810637
1315250016478,1552,video,2840029985931,1281,2024-01-02 00:11:09.533858
4513156624273,1536,voice,3849480834828,1646,2024-01-02 00:13:11.717123
1146556582380,1438,voice,1382157816796,1657,2024-01-02 00:06:22.682043
3090935783339,1255,video,6345548185682,1196,2024-01-02 00:13:45.919255
6201110448693,1492,voice,3000780224410,1708,2024-01-02 00:02:39.738149
8264639928931,585,voice,6153499380355,1093,2024-01-02 00:05:10.964606
4925252928278,1729,voice,5690129724309,1071,2024-01-02 00:12:48.742246
3446010441925,1844,video,8028452590516,35,2024-01-02 00:11:55.478235
7239859809832,224,video,8472597415029,1372,2024-01-02 00:08:14.777368
5100066560813,409,video,3678474610852,1,2024-01-02 00:12:45.993663
4408461909085,1730,video,3488494418399,1535,2024-01-02 00:07:51.120427
4699729592304,1830,voice,5925927623194,586,2024-01-02 00:11:56.721022
0385385237700,866,video,3089643881852,1485,2024-01-02 00:09:06.995944
5114760727892,1329,video,9323848053451,1066,2024-01-02 00:10:22.148607
9748376257349,1192,video,3237449362168,1295,2024-01-02 00:01:19.644142
0119765609456,1490,voice,9633789653002,714,2024-01-02 00:07:41.960713
2988466306564,1553,voice,9046909854896,1763,2024-01-02 00:02:29.003698
5452779115232,1578,video,9586054736739,782,2024-01-02 00:09:23.665776
1863638757257,69,voice,2872975307265,1669,2024-01-02 00:14:37.482465
2590468653160,1190,video,7472197505295,1301,2024-01-02 00:07:31.485607
1943688592994,731,voice,0226615935837,713,2024-01-02 00:06:14.047957
7999977681405,548,voice,6394502416467,938,2024-01-02 00:10:39.375672
7800552647074,1249,video,7700994374440,798,2024-01-02 00:09:30.690035
7811561831424,335,video,2016834972928,966,2024-01-02 00:00:42.696794
7436088110209,866,voice,0370354852235,797,2024-01-02 00:10:38.339149
4261890664975,734,video,0476648687924,48,2024-01-02 00:14:21.419255
3323924723409,411,voice,9949005346740,1571,2024-01-02 00:17:10.952387
7581702988467,1624,video,9281061815880,879,2024-01-02 00:01:44.411786
2256830618449,441,video,8936716689598,465,2024-01-02 00:02:22.913370
7514769253609,470,video,6908974523578,71,2024-01-02 00:02:12.406513
5625914804327,1398,voice,1678531230646,550,2024-01-02 00:00:45.986939
9763262020958,1346,video,6042254190440,162,2024-01-02 00:10:21.440629
5756078790673,1806,video,1295363293657,1109,2024-01-02 00:11:23.782575
6811285232378,509,voice,0982623474040,280,2024-01-02 00:10:22.432177
3580615638570,66,video,8540886376877,186,2024-01-02 00:02:54.597507
2810074925802,1851,voice,9146390042880,1689,2024-01-02 00:09:24.537408
3242873407203,1339,voice,9295238678129,1686,2024-01-02 00:04:29.582002
4963293023252,712,voice,4460863826810,1163,2024-01-02 00:05:54.003203
9769260937197,1815,video,1503468312665,1022,2024-01-02 00:11:32.683650
6834868157404,1193,voice,4086135326562,828,2024-01-02 00:02:48.619886
2118230523210,1291,voice,9801104471948,826,2024-01-02 00:07:43.793751
5336856932037,1588,video,4098774379156,366,2024-01-02 00:04:53.144461
1537021516341,1463,voice,9107299077228,1499,2024-01-02 00:05:50.697004
9264635029978,1639,video,6446902494026,1078,2024-01-02 00:06:07.970281
5440078394646,1413,voice,7564396981707,131,2024-01-02 00:04:13.395760
2841011770988,656,video,6355540508797,1421,2024-01-02 00:04:17.604865
3687798363249,834,voice,2786343082176,255,2024-01-02 00:06:13.117218
8213580472797,978,voice,4195454734285,1699,2024-01-02 00:16:57.434644
3621803013490,1145,voice,6168829684864,1228,2024-01-02 00:15:32.742601
3486185523163,422,video,5553724742401,1180,2024-01-02 00:09:51.167405
